id	gene.symbol	fpkm
ENSMUSG00000000001	Gnai3	61.7852
ENSMUSG00000000003	Pbsn	0
ENSMUSG00000000028	Cdc45	0.243031
ENSMUSG00000000031	H19	0
ENSMUSG00000000037	Scml2	0
ENSMUSG00000000049	Apoh	0
ENSMUSG00000000056	Narf	9.54083
ENSMUSG00000000058	Cav2	0
ENSMUSG00000000078	Klf6	0.209657
ENSMUSG00000000085	Scmh1	0.032867
ENSMUSG00000000088	Cox5a	183.415
ENSMUSG00000000093	Tbx2	0
ENSMUSG00000000094	Tbx4	0
ENSMUSG00000000103	Zfy2	0
ENSMUSG00000000120	Ngfr	0.0349097
ENSMUSG00000000125	Wnt3	0
ENSMUSG00000000126	Wnt9a	0
ENSMUSG00000000127	Fer	10.8173
ENSMUSG00000000131	Xpo6	153.324
ENSMUSG00000000134	Tcfe3	10.7781
ENSMUSG00000000142	Axin2	3.12788
ENSMUSG00000000148	Baat1	3.28525
ENSMUSG00000000149	Gna12	8.30674
ENSMUSG00000000154	Slc22a18	0
ENSMUSG00000000157	Itgb2l	0
ENSMUSG00000000159	Igsf5	0
ENSMUSG00000000167	Pih1d2	0
ENSMUSG00000000168	Dlat	26.2113
ENSMUSG00000000171	Sdhd	139.766
ENSMUSG00000000182	Fgf23	0
ENSMUSG00000000183	Fgf6	0
ENSMUSG00000000184	Ccnd2	0
ENSMUSG00000000194	Gpr107	6.89314
ENSMUSG00000000197	Nalcn	0
ENSMUSG00000000202	Btbd17	0
ENSMUSG00000000204	Slfn4	0
ENSMUSG00000000214	Th	0
ENSMUSG00000000215	Ins2	0
ENSMUSG00000000216	Scnn1g	0
ENSMUSG00000000223	Drp2	0
ENSMUSG00000000244	Tspan32	0
ENSMUSG00000000247	Lhx2	0
ENSMUSG00000000248	Clec2g	0
ENSMUSG00000000253	Gmpr	0.0159365
ENSMUSG00000000263	Glra1	0
ENSMUSG00000000266	Mid2	0
ENSMUSG00000000275	Trim25	48.9412
ENSMUSG00000000276	Dgke	0
ENSMUSG00000000278	Scpep1	48.8991
ENSMUSG00000000282	Mnt	0.0259651
ENSMUSG00000000290	Itgb2	0
ENSMUSG00000000295	Hddc2	17.1025
ENSMUSG00000000296	Tpd52l1	22.3554
ENSMUSG00000000301	Pemt	0
ENSMUSG00000000303	Cdh1	5.9785
ENSMUSG00000000305	Cdh4	0
ENSMUSG00000000308	Ckmt1	1.24797
ENSMUSG00000000317	Bcl6b	3.51275
ENSMUSG00000000318	Clec10a	0
ENSMUSG00000000320	Alox12	8.67582
ENSMUSG00000000325	Arvcf	0.0631372
ENSMUSG00000000326	Comt	21.483
ENSMUSG00000000339	Rtcd1	17.6946
ENSMUSG00000000340	Dbt	0.0292488
ENSMUSG00000000346	Dazap2	45.1431
ENSMUSG00000000355	Mcts1	0
ENSMUSG00000000359	Rem1	0
ENSMUSG00000000365	Rnf17	0.00709951
ENSMUSG00000000374	Trappc10	0.866622
ENSMUSG00000000378	Ccm2	0.177225
ENSMUSG00000000381	Wap	0
ENSMUSG00000000384	Tbrg4	9.17316
ENSMUSG00000000385	Tmprss2	0
ENSMUSG00000000386	Mx1	0
ENSMUSG00000000392	Fap	0
ENSMUSG00000000394	Gcg	0
ENSMUSG00000000399	Ndufa9	35.1789
ENSMUSG00000000402	Egfl6	0
ENSMUSG00000000409	Lck	0
ENSMUSG00000000411	Tssk3	0
ENSMUSG00000000416	Cttnbp2	0
ENSMUSG00000000420	Galnt1	25.1402
ENSMUSG00000000435	Myf5	0
ENSMUSG00000000439	Mkrn2	6.75002
ENSMUSG00000000440	Pparg	0
ENSMUSG00000000441	Raf1	39.1089
ENSMUSG00000000486	Sept1	179.999
ENSMUSG00000000489	Pdgfb	0
ENSMUSG00000000530	Acvrl1	0
ENSMUSG00000000531	Grasp	0.245629
ENSMUSG00000000532	Acvr1b	0
ENSMUSG00000000538	Tom1l2	2.22635
ENSMUSG00000000544	Gpa33	61.0822
ENSMUSG00000000552	Zfp385a	0
ENSMUSG00000000555	Itga5	17.4856
ENSMUSG00000000560	Gabra2	0
ENSMUSG00000000561	Wdr77	23.3501
ENSMUSG00000000562	Adora3	0
ENSMUSG00000000563	Atp5f1	176.411
ENSMUSG00000000567	Sox9	0
ENSMUSG00000000568	Hnrnpd	167.271
ENSMUSG00000000579	Dynlt1c	16.0212
ENSMUSG00000000581	C1d	46.8745
ENSMUSG00000000594	Gm2a	8.42726
ENSMUSG00000000600	Krit1	0.752213
ENSMUSG00000000605	Clcn4-2	0
ENSMUSG00000000606	Vmn2r88	0
ENSMUSG00000000617	Grm6	0
ENSMUSG00000000627	Sema4f	1.73273
ENSMUSG00000000628	Hk2	82.7445
ENSMUSG00000000631	Myo18a	7.26025
ENSMUSG00000000632	Sez6	0
ENSMUSG00000000673	Haao	0
ENSMUSG00000000682	Cd52	0
ENSMUSG00000000686	Abhd15	0
ENSMUSG00000000690	Hoxb6	0
ENSMUSG00000000693	Loxl3	0
ENSMUSG00000000701	Tcl1b5	0
ENSMUSG00000000702	AC007307.1	0
ENSMUSG00000000706	Btn1a1	0
ENSMUSG00000000708	Kat2b	31.7565
ENSMUSG00000000711	Rab5b	7.0072
ENSMUSG00000000724	Cryba1	0
ENSMUSG00000000730	Dnmt3l	5.51122
