id	gene.symbol	fpkm
ENSMUSG00000000001	Gnai3	58.7861
ENSMUSG00000000003	Pbsn	0
ENSMUSG00000000028	Cdc45	16.8464
ENSMUSG00000000031	H19	0
ENSMUSG00000000037	Scml2	0
ENSMUSG00000000049	Apoh	0
ENSMUSG00000000056	Narf	5.6478
ENSMUSG00000000058	Cav2	0
ENSMUSG00000000078	Klf6	9.7552
ENSMUSG00000000085	Scmh1	4.91748
ENSMUSG00000000088	Cox5a	108.429
ENSMUSG00000000093	Tbx2	0
ENSMUSG00000000094	Tbx4	0
ENSMUSG00000000103	Zfy2	0
ENSMUSG00000000120	Ngfr	1.90995
ENSMUSG00000000125	Wnt3	0
ENSMUSG00000000126	Wnt9a	0
ENSMUSG00000000127	Fer	6.24625
ENSMUSG00000000131	Xpo6	87.1714
ENSMUSG00000000134	Tcfe3	10.7773
ENSMUSG00000000142	Axin2	1.15661
ENSMUSG00000000148	Baat1	3.29126
ENSMUSG00000000149	Gna12	8.30989
ENSMUSG00000000154	Slc22a18	0.0276694
ENSMUSG00000000157	Itgb2l	0
ENSMUSG00000000159	Igsf5	0.364543
ENSMUSG00000000167	Pih1d2	0
ENSMUSG00000000168	Dlat	23.3018
ENSMUSG00000000171	Sdhd	57.6977
ENSMUSG00000000182	Fgf23	0
ENSMUSG00000000183	Fgf6	0
ENSMUSG00000000184	Ccnd2	0.198796
ENSMUSG00000000194	Gpr107	9.02374
ENSMUSG00000000197	Nalcn	0
ENSMUSG00000000202	Btbd17	0
ENSMUSG00000000204	Slfn4	1.49048
ENSMUSG00000000214	Th	0
ENSMUSG00000000215	Ins2	0
ENSMUSG00000000216	Scnn1g	0
ENSMUSG00000000223	Drp2	0.37975
ENSMUSG00000000244	Tspan32	0
ENSMUSG00000000247	Lhx2	0
ENSMUSG00000000248	Clec2g	0
ENSMUSG00000000253	Gmpr	4.79729
ENSMUSG00000000263	Glra1	0
ENSMUSG00000000266	Mid2	0
ENSMUSG00000000275	Trim25	18.1004
ENSMUSG00000000276	Dgke	1.7311
ENSMUSG00000000278	Scpep1	16.5383
ENSMUSG00000000282	Mnt	3.66266
ENSMUSG00000000290	Itgb2	0.243722
ENSMUSG00000000295	Hddc2	3.12583
ENSMUSG00000000296	Tpd52l1	23.4972
ENSMUSG00000000301	Pemt	6.57939
ENSMUSG00000000303	Cdh1	17.7253
ENSMUSG00000000305	Cdh4	0
ENSMUSG00000000308	Ckmt1	4.3454
ENSMUSG00000000317	Bcl6b	0
ENSMUSG00000000318	Clec10a	0
ENSMUSG00000000320	Alox12	5.5933
ENSMUSG00000000325	Arvcf	4.62169
ENSMUSG00000000326	Comt	7.45551
ENSMUSG00000000339	Rtcd1	26.1501
ENSMUSG00000000340	Dbt	4.83166
ENSMUSG00000000346	Dazap2	24.8211
ENSMUSG00000000355	Mcts1	11.6545
ENSMUSG00000000359	Rem1	0
ENSMUSG00000000365	Rnf17	8.0756
ENSMUSG00000000374	Trappc10	0.745946
ENSMUSG00000000378	Ccm2	16.4238
ENSMUSG00000000381	Wap	1.35651
ENSMUSG00000000384	Tbrg4	14.4782
ENSMUSG00000000385	Tmprss2	0
ENSMUSG00000000386	Mx1	0
ENSMUSG00000000392	Fap	0
ENSMUSG00000000394	Gcg	0
ENSMUSG00000000399	Ndufa9	19.8873
ENSMUSG00000000402	Egfl6	0
ENSMUSG00000000409	Lck	10.8435
ENSMUSG00000000411	Tssk3	0
ENSMUSG00000000416	Cttnbp2	0
ENSMUSG00000000420	Galnt1	6.79463
ENSMUSG00000000435	Myf5	0
ENSMUSG00000000439	Mkrn2	4.39093
ENSMUSG00000000440	Pparg	0
ENSMUSG00000000441	Raf1	61.7178
ENSMUSG00000000486	Sept1	70.5318
ENSMUSG00000000489	Pdgfb	2.09786
ENSMUSG00000000530	Acvrl1	2.73713
ENSMUSG00000000531	Grasp	5.78943
ENSMUSG00000000532	Acvr1b	1.45165
ENSMUSG00000000538	Tom1l2	3.71517
ENSMUSG00000000544	Gpa33	26.2807
ENSMUSG00000000552	Zfp385a	0.160149
ENSMUSG00000000555	Itga5	9.10634
ENSMUSG00000000560	Gabra2	0
ENSMUSG00000000561	Wdr77	73.4567
ENSMUSG00000000562	Adora3	0
ENSMUSG00000000563	Atp5f1	99.3112
ENSMUSG00000000567	Sox9	0
ENSMUSG00000000568	Hnrnpd	212.078
ENSMUSG00000000579	Dynlt1c	2.76228
ENSMUSG00000000581	C1d	17.4204
ENSMUSG00000000594	Gm2a	1.65064
ENSMUSG00000000600	Krit1	9.97417
ENSMUSG00000000605	Clcn4-2	2.29534
ENSMUSG00000000606	Vmn2r88	0
ENSMUSG00000000617	Grm6	0
ENSMUSG00000000627	Sema4f	0
ENSMUSG00000000628	Hk2	72.5654
ENSMUSG00000000631	Myo18a	13.9455
ENSMUSG00000000632	Sez6	0
ENSMUSG00000000673	Haao	0
ENSMUSG00000000682	Cd52	0
ENSMUSG00000000686	Abhd15	0
ENSMUSG00000000690	Hoxb6	0
ENSMUSG00000000693	Loxl3	0.0127649
ENSMUSG00000000701	Tcl1b5	0.0761404
ENSMUSG00000000702	AC007307.1	0
ENSMUSG00000000706	Btn1a1	0
ENSMUSG00000000708	Kat2b	14.0104
ENSMUSG00000000711	Rab5b	4.71936
ENSMUSG00000000724	Cryba1	0
ENSMUSG00000000730	Dnmt3l	49.9212
ENSMUSG00000000731	Aire	3.66599
ENSMUSG00000000732	Icosl	6.93223
ENSMUSG00000000738	Spg7	2.86351
ENSMUSG00000000739	Sult5a1	4.91069
ENSMUSG00000000740	Rpl13	57.4054
ENSMUSG00000000743	Chmp1a	16.2709
ENSMUSG00000000751	Rpa1	39.8478
ENSMUSG00000000753	Serpinf1	0.163619
ENSMUSG00000000759	Tubgcp3	13.454
ENSMUSG00000000766	Oprm1	0
ENSMUSG00000000776	Polr3d	12.1191
ENSMUSG00000000782	Tcf7	20.3274
ENSMUSG00000000787	Ddx3x	90.0395
ENSMUSG00000000791	Il12rb1	0
ENSMUSG00000000792	Slc5a5	0
ENSMUSG00000000794	Kcnn3	0
ENSMUSG00000000804	Usp32	7.66611
ENSMUSG00000000805	Car4	0
ENSMUSG00000000811	Txnrd3	3.14623
ENSMUSG00000000817	Fasl	0
ENSMUSG00000000823	Znf512b	0.0967179
ENSMUSG00000000826	Dnajc5	2.68372
ENSMUSG00000000827	Tpd52l2	56.0916
ENSMUSG00000000838	Fmr1	20.8558
ENSMUSG00000000861	Bcl11a	0
ENSMUSG00000000869	Il4	0
ENSMUSG00000000876	Pxmp4	0.0390468
ENSMUSG00000000881	Dlg3	0
ENSMUSG00000000884	Gnb1l	0.818603
ENSMUSG00000000889	Dbh	0
ENSMUSG00000000901	Mmp11	20.3396
ENSMUSG00000000902	Smarcb1	13.9669
ENSMUSG00000000903	Vpreb3	0.069903
ENSMUSG00000000915	Hip1r	1.42952
ENSMUSG00000000916	Nsun5	19.7259
ENSMUSG00000000934	Top1mt	3.82579
ENSMUSG00000000938	Hoxa10	0
ENSMUSG00000000942	Hoxa4	0
ENSMUSG00000000948	Snrpn	31.2411
ENSMUSG00000000957	Mmp14	0
ENSMUSG00000000958	Slc7a7	7.82924
ENSMUSG00000000959	Oxa1l	14.8944
ENSMUSG00000000976	Heatr6	2.66692
ENSMUSG00000000982	Ccl3	0
ENSMUSG00000000983	Expi	0
ENSMUSG00000001014	Icam4	1.41223
ENSMUSG00000001016	Ilf2	81.9309
ENSMUSG00000001017	2500003M10Rik	81.3361
ENSMUSG00000001018	Snapin	9.58957
ENSMUSG00000001020	S100a4	0
ENSMUSG00000001021	S100a3	0
ENSMUSG00000001023	S100a5	0
ENSMUSG00000001025	S100a6	7.40247
ENSMUSG00000001027	Scn4a	0
ENSMUSG00000001029	Icam2	0
ENSMUSG00000001034	Mapk7	10.1138
ENSMUSG00000001036	Epn2	15.1186
ENSMUSG00000001039	B9d1	18.6935
ENSMUSG00000001052	Sec24b	33.3451
ENSMUSG00000001053	N4bp3	7.8437
ENSMUSG00000001054	Rmnd5b	42.6936
ENSMUSG00000001056	Nhp2	97.5176
ENSMUSG00000001062	1300018I17Rik	7.64541
ENSMUSG00000001065	Zfp276	0.880617
ENSMUSG00000001076	C1ql4	0
ENSMUSG00000001082	Mfsd10	37.9025
ENSMUSG00000001089	Luzp1	13.3943
ENSMUSG00000001095	Slc13a2	0.0151657
ENSMUSG00000001098	Kctd10	6.42234
ENSMUSG00000001100	Poldip2	34.6677
ENSMUSG00000001103	Sebox	0
ENSMUSG00000001105	Ift20	7.61406
ENSMUSG00000001119	Col6a1	0
ENSMUSG00000001120	Pcbp3	2.49866
ENSMUSG00000001123	Lgals9	0
ENSMUSG00000001127	Araf	25.0575
ENSMUSG00000001128	Cfp	0.127644
ENSMUSG00000001131	Timp1	11.9534
ENSMUSG00000001134	Uxt	1.30823
ENSMUSG00000001138	Cnnm3	7.52728
ENSMUSG00000001143	Lman2l	0.0507937
